"VARIABLE TYPE","VARIABLE ABBREV","VARIABLE LABEL","VARIABLE NAME","VARIABLE DATA TYPE","VARIABLE ONTOLOGY ID","PROPERTY","PROPERTY ONTOLOGY ID","METHOD","FORMULA","METHOD ONTOLOGY ID","UNIT","SCALE ONTOLOGY ID","SCALE VALUE LIST","B4R VARIABLE ID","B4R RECORD COUNT"
"observation","ADJAYLD_KG_CONT","AYLD_KG_MC","Plot yield in kilograms adjusted to 14% MC","float","","Grain yield 2","","computed as ADJAYLD_KG_CONT = AYLD_KG_CONT * ((100-MC_CONT)/86)","ADJAYLD_KG_CONT = AYLD_KG_CONT * MF_CONT","","kilograms","","","1440","10854"
"observation","PNL4_CONT","PnL 4","panicle length  of sample 4","float","","Panicle length","CO_320:0000033","For sample 4 - Enter actual measurements in centimeters from panicle base to tip.

At growth stage: 8","","CO_320:0000475","cm","CO_320:0000476","","653","10304"
"observation","PNL5_CONT","PnL 5","panicle length  of sample 5","float","","Panicle length","CO_320:0000033","For sample 5 - Enter actual measurements in centimeters from panicle base to tip.

At growth stage: 8","","CO_320:0000475","cm","CO_320:0000476","","654","10292"
"observation","PANNO_CONT_ENT","PANNO_AVG_ENT","Average Panicle number_Entry","float","","Number of panicles","CO_320:0000009","Record the average number of panicles observed from all replications","PANNO_CONT_ENT = AVG(PANNO_CONT)","","","","","1603","9617"
"observation","BPH_GRNH_0_9","BPH GH SES4 0-9","Brown planthopper - greenhouse_SES4","integer","","Brown planthopper","CO_320:0000196","At growth stage: 2 (greenhouse)

Partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting to death of plants. Infested areas in the field may be patchy.","","CO_320:0000370","","CO_320:0000371","0: No damage; 1: Very slight damage; 3: First and 2nd leaves of most plants partially yellowing; 5: Pronounced yellowing and stunting or about 10-25% of the plants wilting; 7: More than half the plants wilting or dead and remaining plants severely stunted or dying; 9: All plants dead","41","9460"
"observation","BB2_S","BB2_S 1/3-S","bacterial blight 2 (segregating)","character varying","","Bacterial blight","CO_320:0000173","Race 2 Field Trial","","","","","N: Not segregating; S: Segregating; 1/5: Resistant/Moderately Susceptible; 1/7: Resistant/Resistant; 1/3: Resistant/Moderately Resistant; 3/7: Moderately Resistant / Susceptible; 1-3: Resistant - Moderately Resistant; 3-5: Moderately Resistant - Moderately Susceptible","24","9456"
"observation","SAL_FLD_SCOR_1_9","Sal FLD 1-9","Salt injury","integer","","Salt injury","","Observe general growth conditions in relation to standard resistant and susceptible checks. Since some soil problems are very heterogeneous in the field, several replications may be needed to obtain precise reading

At growth stages: 3-4","","","","","1: Growth and tillering nearly normal; 3: Growth nearly normal but there is some reduction in tillering and some leaves whitish and rolled; 5: Growth and tillering reduced; most leaves rolled; only a few elongating; 7: Growth completely ceases; most leaves dry; some plant dying; 9: Almost all plants dead or dying","243","9404"
"observation","ADJYLD3_CONT","ADJYLD3_MET","Adjusted plot yield in kg/ha for MET","float","","Grain yield","CO_320:0000073","","ADJYLD3_CONT = (AYLD_CONT/HVHILL_CONT) * TOTAL_HILL_CONT * MF_CONT","","kg/ha","","","1169","8834"
"observation","HARVEST_UNIT","HARVEST_UNIT","harvest unit","character varying","","HARVEST UNIT","","defines unit for the planned harvest","","","","","","522","8828"
"observation","YLD_CONT_TON2","YLD_TON_MET","Plot yield in ton/ha for MET","float","","Grain yield 2","","Plot yield computation expressed in tons/ha","YLD_CONT_TON2 = ADJYLD3_CONT / 1000","","ton/ha","","","1213","8806"
"observation","DRYING_TEMPERATURE","DRYING TEMPERATURE","drying temperature","character varying","","actual drying date","","","","","","","","538","8783"
"observation","BPH_SES5_GH_SCOR_0_9","BPH GH SES5 0-9","Brown planthopper - greenhouse_SES5","integer","CO_320:0000196","Brown planthopper","CO_320:0000196","At growth stage: 2 (greenhouse) Partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting to death of plants. Infested areas in the field may be patchy.","","","","","0: No injury; 1: Very slight injury; 3: First and 2nd leaves of most plants partially yellowing; 5: Pronounced yellowing and stunt ing or about 10 to 25% of the
plants wilting or dead and remain ing plants severely stunted or dying; 7: More than half of the plants wilting or dead; 9: All plants dead","1163","8670"
"observation","BB1_S","BB1_S","bacterial blight 1 (segregating)","character varying","","Bacterial blight","CO_320:0000173","Race 1 Field Trial","","","","","N: Not segregating; S: Segregating; 1/5: Resistant/Moderately Susceptible; 1/7: Resistant/Susceptible; 1/3: Resistant/Moderately Resistant; 3/7: Moderately Resistant / Susceptible; 1-3: Resistant - Moderately Resistant; 3-5: Moderately Resistant - Moderately Susceptible","23","8636"
"observation","SUB_TOL_7DAD","SubTol 7DAD 1-9","Submergence Tolerance 7DAD","integer","","Submergence tolerance","CO_320:0000067","tolerance after 7 days of de-submergence","","","","","1: very tolerant; 3: moderately tolerant; 5: tolerant; 7: susceptible; 9: highly susceptible","697","8066"
"observation","CML_CONT_ENT","CL_AVG_ENT","Culm length_AVG_ENT","float","","culm length","CO_320:0000030","Compute for the average of all culm length observed from all replications, record in cm.","CML_CONT_ENT = AVG(CML_CONT)","","cm","","","1604","8064"
"observation","SPECIFIC_PLANT","Specific plant number  selected","Specific Plant number  selected","character varying","","PLANT SELECTION","","Identify the specific plant number selected from a plot for advancement","","","","","","1498","7967"
"observation","BRSC_AVG","BrSc2","Breeder's score","float","","FieldNotes","","Average the breeder scores observed by the members","","","","","","1988","7932"
"observation","ADJAYLD_KG_CONT3","ADJUSTED YIELD FROM HARVESTER 3","Plotyield from harvester with MC from harvester","float","","Grain yield","CO_320:0000073","","ADJAYLD_KG_CONT3 = GRNYLD_HARV_CON * MF_HARV_CONT","","","","","1469","7929"
"observation","MF_HARV_CONT","MF_HARV","Moisture factor from harvester","float","","moisture factor","","","MF_HARV_CONT = (100 - MC_HARV_CONT)/86","","","","","1471","7741"
"observation","SUB_TOL_4DAD","SubTol 4DAD 1-9","Submergence Tolerance 4DAD","integer","","Submergence tolerance","CO_320:0000067","tolerance after 4 days of de-submergence","","","","","1: very tolerant; 3: moderately tolerant; 5: tolerant; 7: susceptible; 9: highly susceptible","694","7487"
"observation","SDVG_SCOR_1_9","SDVg 1-9","Seedling vigor","integer","CO_320:0000077","Seedling vigor","CO_320:0000077","At growth stage: seedling. [SES:2]","","CO_320:0000336","","CO_320:0000337","1: very fast growing; plants at 5-6 leaf stage have 2 or more tillers in majority of population; 3: fast growing; plants at 4-5 stage have 1-2 tillers in majority of population; 5: plant at 4-leaf stage; 7: plants somewhat stunted; 3-4 leaves; thin population; no tiller formation; 9: stunted growth; yellowing of leaves","254","7350"
"observation","AG_7DAS","AG_7DAS","AG survival at 7DAS","integer","","Anaerobic germination","","Germination ability of lines after flooding. Record the number of plants survived 7 days after seeding.","","","","","","1866","7306"
"observation","PNL6_CONT","PnL 6","panicle length  of sample 6","float","","Panicle length","CO_320:0000033","For sample 6 - Enter actual measurements in centimeters from panicle base to tip.

At growth stage: 8","","CO_320:0000475","cm","CO_320:0000476","","668","7136"
"observation","PNL7_CONT","PnL 7","panicle length  of sample 7","float","","Panicle length","CO_320:0000033","For sample 7 - Enter actual measurements in centimeters from panicle base to tip.

At growth stage: 8","","CO_320:0000475","cm","CO_320:0000476","","669","7130"
"observation","PNL10_CONT","PnL10","panicle length  of sample 10","float","","Panicle length","CO_320:0000033","For sample 10 - Enter actual measurements in centimeters from panicle base to tip.

At growth stage: 8","","CO_320:0000475","cm","CO_320:0000476","","672","7119"
"observation","PNL8_CONT","PnL 8","panicle length  of sample 8","float","","Panicle length","CO_320:0000033","For sample 8 - Enter actual measurements in centimeters from panicle base to tip.

At growth stage: 8","","CO_320:0000475","cm","CO_320:0000476","","670","7118"
"observation","PNL9_CONT","PnL 9","panicle length  of sample 9","float","","Panicle length","CO_320:0000033","For sample 9 - Enter actual measurements in centimeters from panicle base to tip.

At growth stage: 8","","CO_320:0000475","cm","CO_320:0000476","","671","7115"
"observation","PANICLE_WEIGHT","PnWt GM","panicle weight","float","CO_320:0000478","panicle weight","CO_320:0000019","","","CO_320:0000477","","CO_320:0000478","","203","7096"
"observation","ZDEF_FLD_SCOR2_1_9","ZDef2 FLD 1-9","Zinc Deficiency","integer","","Zinc Deficiency","CO_320:0000069","At 4 weeks after transplanting","","","","","1: Growth and tillering nearly normal, healthy; 2: Growth and tillering nearly normal, basal leaves slightly discolored; 3: Stunting slight, tillering decreased, some basal leaves brown or yellow; 5: Growth and tillering severely retarded, about half of all leaves brown or yellow; 7: Growth and tillering ceases, most leaves brown or yellow; 9: Almost all plants dead or dying","744","6819"
"observation","HT1_21DAS_CONT","Ht1 (21DAS)","Plant height of sample 1 in mm at 21DAS","integer","","Plant height","CO_320:0000076","Measured from soil surface to tip of the tallest leaf blade at 21 days after submergence (21DAS), to nearest mm. Growth stage:Seedling stage","","","mm","","","2077","6791"
"observation","YLD_CONT_TON3","Yld_TON3","Grain yield in ton/ha3","float","","Grain yield","CO_320:0000073","","YLD_CONT_TON3 = ADJAYLD_KG_CONT3 * 10/HV_AREA_SQM","","","","","1470","6749"
"observation","HT1_14DAS_CONT","Ht1 (14DAS)","Plant height of sample 1 in mm at 14DAS","integer","","Plant height","CO_320:0000076","Measured from soil surface to tip of the tallest leaf blade at 7 days after submergence (7DAS), to nearest mm. Growth stage:Seedling stage","","","mm","","","2074","6564"
"observation","LG_PCT","Lg PCT","Lodging incidence","float","CO_320:0000080","Lodging incidence","CO_320:0000080","Indicate % of plants that lodged. Stage: Heading - Mature grain.","","CO_320:0000473","","CO_320:0000474","","177","6437"
"observation","GRNWT_1000_CONT","GW-1000 GM","1000 grain weight","float","CO_320:0000166","grain weight","CO_320:0000100","Weight of the 1000-dehulled grains having pericarp (seed coat). Expressed in grams.","","","grams","","","717","6420"
"observation","MAT85","MAT85%","Maturity at 85%","integer","","Maturity_at_20%","","","","","","","","1877","6104"
"observation","HT2_21DAS_CONT","Ht2 (21DAS)","Plant height of sample 2 in mm at 21DAS","integer","","Plant height","CO_320:0000076","Measured from soil surface to tip of the tallest leaf blade at 21 days after submergence (21DAS), to nearest mm. Growth stage:Seedling stage","","","mm","","","2078","6077"
"observation","GRNYLD_P1_CONT","GRNWT_P1_G","Grain weight of 1st plant in Grams","float","","grain weight","CO_320:0000100","Grains from a single plant are weighed.  Measured in grams.","","","grams","","","1438","5971"
"observation","LG_SCOR_1_9","Lg 1-9","Lodging incidence","integer","","Lodging incidence","CO_320:0000080","Indicate% of plants that lodged. Stage: Heading - Mature grain.","","CO_320:0000473","","CO_320:0000474","1: 0-20%; 3: 21-40%; 5: 41-60%; 7: 61-80%; 9: 81-100%","178","5793"
"observation","HT2_14DAS_CONT","Ht2 (14DAS)","Plant height of sample 2 in mm at 14DAS","integer","","Plant height","CO_320:0000076","Measured from soil surface to tip of the tallest leaf blade at 14 days after submergence (14DAS), to nearest mm. Growth stage:Seedling stage","","","mm","","","2075","5763"
"observation","HT3_21DAS_CONT","Ht3 (21DAS)","Plant height of sample 3 in mm at 21DAS","integer","","Plant height","CO_320:0000076","","","","mm","","","2080","5625"
"observation","FETOX_FLD_SCOR2_1_9","FeTox2 FLD 1-9","Iron toxicity - 4WAT","integer","","Iron toxicity","CO_320:0000063","At 4 weeks after transplanting","","","","","1: Growth and tillering nearly normal; 2: Growth and tillering nearly normal; reddish-brown spots or orange discoloration on tips of older leaves; 3: Growth and tillering nearly normal; older leaves reddish brown, purple, or orange yellow; 5: Growth and tillering retarded; many leaves discolored; 7: Growth and tillering ceases; most leaves discolored or dead; 9: Almost all plants dead or dying","737","5562"
"observation","ADJAYLD_KG_CONT6","Corrected PlotYield(KG)","Corrected PlotYield in Kg","float","","Grain yield 2","","computed as ADJAYLD_KG_CONT6 = (AYLD_KG_CONT / HVHILL_CONT) * TOTAL_HILL_CONT","","","","","","1943","5480"
"observation","HT3_14DAS_CONT","Ht3 (14DAS)","Plant height of sample 3 in mm at 14DAS","integer","","Plant height","CO_320:0000076","Measured from soil surface to tip of the tallest leaf blade at 14 days after submergence (14DAS), to nearest mm. Growth stage:Seedling stage","","","mm","","","2076","5395"
"observation","GRNSTER","GRNSTER","GRNSTER","integer","","GRNSTER","","","","","","","","1881","5331"
"observation","GRNFORM","GRNFORM","GRNFORM","integer","","GRNFORM","","","","","","","","1882","5328"
"observation","PANDENS","PANDENS","PANDENS","integer","","pandens","","","","","","","","1880","5174"
"observation","FLW_1STDATE_CONT","FLW 1STDATE","Date of 1st flowering","date","","Flowering date","","Record the date of the first plant that flowered within a population.","","","","","","1555","5105"
"observation","GD_SCOR_0_9","Gd 0-9","Grain discoloration","integer","","Grain discoloration","","At growth stages: 8-9
Severity of grain discoloration can be estimated by counting grains with more than 25% of glume surface affected.","","","","","0: No incidence; 1: Less than 1%; 3: 1-5%; 5: 6-25%; 7: 26-50%; 9: 51-100%","126","5021"
"observation","PANLTH","PANLTH","PANLTH","integer","","Panicle length","CO_320:0000033","","","","","","","1879","4690"
"observation","MAT_1STDATE_CONT","MAT 1STDATE","Date of 1st plant that exhibits physiological maturity","date","","Maturity","CO_320:0000082","Record the date of the first plant that exhibits physiological maturity (ready for harvest) within a population. ","","","","","","1556","4544"
